Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"44, rue du Rivage - Par Brigil","1783324,75$",Gatineau (Hull),Outaouais,4,3,1,2,"3,423",-1,-1,-1,-1,-1
"117-117A, rue des Trembles",1785000$,Ste-Marguerite-Du-Lac-Masson,Laurentides,2,2,1,-1,-1,"10,768.22","5795,00$","515,00$",-1,-1
"8460, chemin du Lac",1785000$,Hatley,Estrie,4,3,-1,2,"2,986","370,260.00","2813,79$","650,21$","7000,00$","2778,41$"
"668, 2e Avenue",1790000$,Verdun,Montréal / l'Île,-1,-1,-1,-1,-1,37.50x73.59,"5973,00$","921,00$",-1,"2969,00$"
"4818, rue Parthenais",1790000$,Le Plateau-Mont-Royal,Montréal / l'Île,10,6,-1,-1,-1,25.00x87.01,"5775,33$","732,18$",-1,"2688,16$"
"5793, chemin du Lac-Sept-Îles",1795000$,St-Raymond,Portneuf,4,2,1,3,-1,"14,240",-1,-1,-1,"1400,00$"
"925, rang 4e Ouest",1799000$,St-Simon-De-Bagot,Montérégie (Rive-Sud Montréal),4,2,1,2,-1,1840090.49,"3183,00$","1203,00$",-1,-1
"2727, rue du Salerne",1799900$,St-Lazare,Montérégie Ouest,6,3,1,2,"3,400","20,097","5251,40$","1480,00$","2200,00$","388,00$"
"7361, rue Saint-Denis",1799999$,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,4,1,-1,-1,-1,25x90,"5965,63$","708,96$",-1,-1
"134, rue de la Rotonde",1800000$,L&#039;Ile Des Soeurs,Montréal / l'Île,4,2,1,4,"2,622",-1,-1,-1,-1,-1
", boulevard Terra-Jet",1800000$,St-Cyrille-De-Wendover,Centre-du-Québec,-1,-1,-1,-1,-1,"154,000",-1,-1,-1,-1
"1026, boulevard Sainte-Anne",1800000$,Rimouski (Pointe-Au-Père),Bas-Saint-Laurent,25,15,-1,-1,-1,"51,873.44",-1,-1,-1,-1
"24-A, rue Lacey Green - Par Construction Jean Houde en collaboration avec 9377-2416 Québec Inc.",1849000$,Kirkland,Montréal / l'Île,3,2,1,2,"2,599",-1,-1,-1,-1,-1
"426, boulevard Marie-Victorin",1849000$,Boucherville,Montérégie (Rive-Sud Montréal),3,2,-1,2,"3,148","25,236","5807,00$","951,00$","1500,00$","1604,00$"
"8, rue des Tournois",1849900$,Blainville,Laurentides,5,5,1,2,"3,420","16,072","5472,00$","701,00$","3500,00$","2879,00$"
"584-588, Route 131",1850000$,ND-Des-Prairies,Lanaudière,-1,-1,-1,-1,-1,"70,000","18907,55$","2173,33$","100,00$","2500,00$"
"1818, avenue Principale",1850000$,St-Marc-Des-Carrières,Portneuf,-1,-1,-1,-1,-1,"850,000","1846,00$","394,00$",-1,-1
"3571, rue des Abénakis",1850000$,Fabreville,Laval,4,3,1,2,"2,680","7,254","5556,00$","728,00$","4440,00$","1265,00$"
"1156, rue Brosseau",1850000$,Prévost,Laurentides,5,4,1,2,"4,000","258,107.81","5394,00$","790,00$",-1,-1
"1656-1662, avenue Laurier Est",1879000$,Le Plateau-Mont-Royal,Montréal / l'Île,2,2,-1,-1,-1,961.22,"7946,69$","472,65$",-1,"2000,00$"
"4903-1288, avenue des Canadiens-de-Montréal",1900000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,3,2,-1,1,"2,056",-1,-1,-1,-1,-1
"925, chemin du Lac",1949000$,St-Sauveur,Laurentides,4,3,1,2,"4,400","18,104","5119,13$","756,11$","1523,84$",-1
42-52 rue des Rigolets,1950000$,Vaudreuil-Sur-Le-Lac,Montérégie Ouest,14,5,-1,2,-1,"167,648","10560,00$","2165,00$","1160,00$","2200,00$"
"8320, rue Sherbrooke Est",1950000$,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,3,1,-1,2,"1,800","10,000","6023,00$","713,00$","3144,00$",-1
"784, avenue Champagneur",1950000$,Outremont,Montréal / l'Île,2,1,-1,-1,-1,"1,799","7757,00$","991,00$",-1,-1
"1772, chemin du Mont-Écho",1950000$,Sutton,Estrie,3,2,-1,2,"2,300","609,840.00","4200,00$","550,00$","3400,00$","2300,00$"
"630, chemin du Ruisseau",1959000$,Ste-Catherine-De-Hatley,Estrie,3,1,1,1,"1,768","1,084,558.70","2368,37$","479,40$","1372,00$",-1
"10, chemin du Grand-Bornand",1979000$,Lac-Beauport,Québec Rive-Nord,5,3,1,2,"3,700","20,000",-1,-1,"5000,00$","2400,00$"
"1750, rue Labelle",1980000$,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),18,6,-1,-1,-1,"11,613","6360,00$","1005,00$","250,00$","4080,00$"
"12, chemin des Colibris",1980000$,Potton (Mansonville),Estrie,2,2,1,3,"1,900","185,031.62","2367,00$","850,00$","3500,00$","3037,00$"
"266, rue Robert-Cauchon",1988000$,St-Stanislas-De-Kostka,Montérégie (Rive-Sud Montréal),3,2,1,2,"3,480","15,000","5154,00$","730,00$","2400,00$","1000,00$"
"386-386B, rue de Bondville",1988000$,Lac-Brome (Knowlton),Estrie,4,2,-1,1,-1,100x105,"5438,00$","523,00$","2450,00$","1374,00$"
"6669-66733, rue Chambord, Montréal",1990000$,Rosemont / La Petite Patrie,Montréal / l'Île,9,5,-1,-1,-1,"4,946.02","7278,68$","883,71$",-1,-1
"224, chemin des Patriotes Est",1995000$,St-Jean-sur-Richelieu (St-Athanase),Montérégie (Rive-Sud Montréal),4,-1,-1,-1,-1,978928.14,"2662,47$","500,00$","2400,00$","8000,00$"
"1006, chemin Viens",1995000$,Magog,Estrie,3,2,-1,1,1678,100x200,"8436,00$","834,00$","2700,00$",-1
"632, rue du Rossignol",1995000$,St-Lin-Laurentides,Lanaudière,5,3,-1,3,"5,600","468,407,709.07","4000,00$","700,00$",-1,-1
"., chemin Ouareau Nord - Par Invesco Habitation",1995000$,St-Donat,Lanaudière,-1,-1,-1,-1,-1,225800,-1,-1,-1,-1
"1367, chemin Hamel",1995000$,Sherbrooke (St-Élie-d&#039;Orford),Estrie,5,3,-1,2,4374,784080.00,-1,-1,-1,-1
"447, chemin de la Grande-Cote",1999000$,Rosemère,Laurentides,8,1,-1,3,-1,"43,326.89",-1,-1,-1,-1
"2, rue Robinson",1999000$,Repentigny (Repentigny),Lanaudière,4,2,-1,2,"5,000",64x155,"7916,00$","812,00$","600,00$","2510,00$"
"2605, boulevard Mountainview",1999000$,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),4,3,1,2,"2,701.74","15,749.74","6094,00$","651,00$","4500,00$",-1
"1017, chemin Montevilla",1999000$,Montebello,Outaouais,5,5,-1,2,"5,250","203,480","4500,00$","550,00$","4500,00$","8500,00$"
chemin des Vingt - Par les Investissement Dumele,2000000$,St-Mathieu-De-Beloeil,Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,94458,-1,-1,-1,-1
"5053-5059, rue Garnier",2069000$,Le Plateau-Mont-Royal,Montréal / l'Île,11,5,1,-1,-1,3149.52,"14157,00$",-1,-1,"3207,00$"
"457, rue des Roseaux",2075000$,Ste-Dorothée,Laval,3,3,1,3,"3,498",55x105,"7800,00$","934,00$","5600,00$","1000,00$"
"4803-1288, avenue des Canadiens-de-Montréal",2100000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,3,2,1,50,"2,056",-1,-1,-1,-1,-1
"5901, avenue de la Terrasse",2100000$,Rawdon,Lanaudière,6,2,1,2,"7,879.18","156,539.55","5640,46$","546,25$","2190,00$","2400,00$"
"5774-5782, boulevard Saint-Michel",2100000$,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,1,-1,-1,"2,479","5133,72$","633,93$",-1,"3102,24$"
"31, chemin Doré",2200000$,La Minerve,Laurentides,-1,2,-1,2,"1,230","107,000","2770,56$","303,20$","967,00$",-1
"4145, chemin du Moulin",2288000$,Ste-Adèle,Laurentides,5,3,1,2,"4,350","87,120.00","6500,00$","569,00$",-1,-1
"2579-2583, rue Saint-Louis",2299900$,Gatineau (Gatineau),Outaouais,2,1,-1,-1,-1,"20,006","11653,90$","911,68$",-1,"7000,00$"
"150, route 132",2300000$,Percé,Gaspésie-Îles-de-la-Madeleine,2,-1,-1,-1,-1,"60,999.08",-1,-1,-1,-1
"202-215, avenue Redfern",2300000$,Westmount,Montréal / l'Île,3,2,1,1,"2,070","175,000","12398,00$","1656,00$",-1,-1
"10, montée Lapointe",2350000$,Canton-de-Hatley,Estrie,5,3,-1,2,"5,650","435,600.00","4686,40$","1537,98$","5500,00$","2134,22$"
"2080-2086-2090, boulevard Cardinal-Villeneuve",2362690$,Limoilou,Québec Rive-Nord,43,15,-1,-1,-1,"19,714","18825,00$","1354,00$",-1,"7327,00$"
3591-3601 rue Queen,2399000$,Rawdon,Lanaudière,-1,-1,-1,-1,-1,"23,673","25828,64$","1482,21$","5096,52$","10855,31$"
"8910, rue Hochelaga",2400000$,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,-1,-1,-1,-1,-1,"5,600","12700,00$","600,00$",-1,-1
"1200, rue de la Grande-Caroline",2450000$,Rougemont,Montérégie (Rive-Sud Montréal),3,-1,-1,-1,-1,"2,328,734.35","1727,25$","345,00$",-1,"4850,00$"
"456-458, boulevard Saint-Joseph Est",2495000$,Le Plateau-Mont-Royal,Montréal / l'Île,-1,-1,-1,-1,-1,"2,921","14518,00$","1896,06$",-1,"5969,00$"
"380-1-2-3-4-5-6 - 390-1-2-3-4-5-6, rang du Bas de l'Assomption Sud",2516000$,L&#039;Assomption,Lanaudière,2,1,-1,-1,-1,"28,047.66","11488,50$",-1,-1,-1
"65, rue Sherbrooke Ouest",2650000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,-1,-1,-1,-1,-1,"4,584","46444,00$","1943,57$",-1,-1
"472, rang du Petit-Coteau",2700000$,Verchères,Montérégie (Rive-Sud Montréal),3,-1,-1,-1,-1,"2,178,000.01","7841,40$","997,21$","8584,00$",-1
"4843, rue Colonial",2749000$,Pierrefonds / Roxboro,Montréal / l'Île,4,3,1,2,"3,500","30,000",-1,-1,-1,-1
"6716-6724, rue Saint-Denis",2750000$,Rosemont / La Petite Patrie,Montréal / l'Île,5,2,-1,-1,-1,6500,"16412,00$","1274,00$","3132,00$","7254,00$"
"5179, avenue Brillon",2750000$,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,4,2,1,2,"3,000","4,000","9500,00$",-1,-1,-1
"600, rue Eastern",2750000$,Waterloo,Estrie,15,3,-1,3,8118,522720.00,"6755,30$","421,40$","4115,00$","15681,00$"
"1355, boulevard Moody",2775000$,Terrebonne (Terrebonne),Lanaudière,-1,-1,-1,-1,-1,"30,000","27118,74$",-1,-1,-1
"101, chemin du Domaine",2795000$,St-Augustin-De-Desmaures,Québec Rive-Nord,4,2,1,1,"2,650","1,300,000","9864,00$","1280,00$","7850,00$","2500,00$"
"299, rang St-Joseph",2800000$,St-Magloire-De-Bellechasse,Chaudière-Appalaches,3,-1,-1,-1,-1,"16,335,000.05",-1,-1,-1,-1
"380, boulevard de Bromont",2900000$,Bromont,Estrie,3,2,1,2,2971,526336.9,"5644,32$","686,80$","2907,67$","1062,00$"
"2762, chemin Bois-Clair",2945000$,St-Antoine-De-Tilly,Chaudière-Appalaches,6,3,1,2,-1,"867,274.10",-1,-1,-1,-1
chemin du Domaine-Renaud,2950000$,St-Henri-De-Taillon,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"3,503,817",-1,-1,-1,-1
"4486, rue Drolet",2995000$,Le Plateau-Mont-Royal,Montréal / l'Île,7,4,-1,-1,-1,"1,750","13000,00$","1800,00$","3151,00$","2000,00$"
"6780, route Marie-Victorin",2999999$,Ste-Croix,Chaudière-Appalaches,-1,-1,-1,-1,-1,"3,935,000",-1,-1,-1,-1
"3980, 105e Avenue",3100000$,Shawinigan (Shawinigan-Sud),Mauricie,-1,-1,-1,-1,-1,"291,633.08","78889,77$","8575,00$","18900,00$",-1
"1453, rue François-P.-Bruneau",3200000$,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),4,3,-1,2,"5,000","14,000","10000,00$","2000,00$","850,00$","4000,00$"
"1569-1571-1573, rue Ontario Est",3200000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,4,10,-1,-1,-1,"6,240","21733,00$","885,00$","1500,00$","9561,00$"
"355, rue Laurier",3300000$,Ste-Catherine-de-la-JC,Québec Rive-Nord,4,3,-1,1,"3,416","5,820,130","7680,85$","885,52$","5363,73$","1366,86$"
"2202-2234, boulevard Guillaume-Couture",3300000$,St-Romuald,Québec Rive-Sud (Lévis),-1,-1,-1,-1,-1,"29,922.59","12572,48$","1012,19$",-1,"1607,75$"
chemin Olivier,3389000$,St-Nicolas,Québec Rive-Sud (Lévis),-1,-1,-1,-1,-1,"154,060",-1,-1,-1,-1
"99, rue Crémazie",3450000$,Gatineau (Hull),Outaouais,-1,-1,-1,-1,-1,"30,112",-1,-1,-1,-1
"66A, route 243",3499000$,St-Félix-De-Kingsey,Centre-du-Québec,6,2,1,2,"3,524","4,334,220.01","8607,00$","792,00$","7050,00$","12200,00$"
"236-240, rue Principale Nord",3570000$,Delson,Montérégie (Rive-Sud Montréal),2,1,-1,-1,-1,"22,323.27","22160,76$","3218,08$","850,00$","7488,30$"
rue Brulotte - Par Les Constructions Christian Belleau,3650000$,Sherbrooke (Fleurimont),Estrie,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7188-7190-7192 boulevard St-Michel,3695000$,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,-1,-1,-1,-1,-1,"8,294.67","66396,10$","2089,00$","9374,00$","2154,00$"
"31, boulevard Samson",3700000$,Ste-Dorothée,Laval,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7970, rue de Chamilly",3900000$,Saint-Léonard,Montréal / l'Île,13,6,-1,-1,-1,"8,775","10286,25$","1249,34$","600,00$","5397,66$"
"5967, Rang du Bas-Saint-François",4000000$,Duvernay-Est,Laval,4,2,1,3,-1,"2,918,520.01","3037,46$","335,63$",-1,-1
"3461, 2e Rang de Tartigou",4000000$,St-Ulric,Bas-Saint-Laurent,5,-1,-1,-1,-1,"75,347,373.15",-1,-1,-1,-1
"36, route Pouliot",5000000$,St-Christophe-D&#039;Arthabaska,Centre-du-Québec,-1,-1,-1,-1,-1,"10,974,506.43","1078,88$","47,50$",-1,-1
"3250, chemin Royal",5000000$,Ile d&#039;Orléans (St-Francois),Québec Rive-Nord,3,2,-1,2,"3,016.05","3,893,844.61","4046,92$","764,75$","3455,79$","5493,60$"
"528, chemin Vanier",5199900$,Gatineau (Aylmer),Outaouais,-1,-1,-1,-1,-1,"43,681.02","3921,30$",-1,-1,-1
"11788-11820, rue Notre-Dame Est",5750000$,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,-1,-1,-1,-1,-1,"65,000","20000,00$","4874,00$",-1,-1
731-751 rue de Saint-Romuald,6200000$,St-Romuald,Québec Rive-Sud (Lévis),-1,-1,-1,-1,-1,"100,397.2","33256,18$",-1,-1,-1
"42, rue Tracy",6500000$,St-Hippolyte,Laurentides,3,2,-1,2,"4,800","8,712,000.03","5033,13$","943,50$","1600,00$","4432,00$"
"70, rue Nancy-Elliott - Par Solico Construction",12420000$,Gatineau (Aylmer),Outaouais,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"4148, chemin du Moulin",16985000$,Ste-Adèle,Laurentides,-1,-1,-1,-1,-1,"4,138,200.01","6000,00$",-1,-1,-1
"2248, rue Hochelaga","99999999,99$",Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,-1,1,-1,1,742,"1,600","1940,00$","230,00$","1000,00$","350,00$"
", route 117 (Trancanadienne)",Prixsurdemande,Mont-Laurier,Laurentides,-1,-1,-1,-1,-1,"251,000",-1,-1,-1,-1
"350, rue des Plaines",Prixsurdemande,Bromont,Estrie,4,3,-1,2,"2,350","65,000",-1,-1,-1,-1
"620, rue de l'Aéroport",Prixsurdemande,Labelle,Laurentides,-1,-1,-1,-1,-1,182x156,"4530,17$","224,61$",-1,-1
"235, rue Jean-Talon",Prixsurdemande,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),3,2,1,2,"3,284","9,055","4392,52$","923,00$",-1,-1
Modèle à construire -  Par les Constructions André Jacques inc.,Prixsurdemande,St-Albert,Centre-du-Québec,2,1,-1,1,"1,064","16,000",-1,-1,-1,-1
Route 117,Prixsurdemande,Rivière-Rouge,Laurentides,-1,-1,-1,-1,-1,"442,569",-1,-1,-1,-1
", rue Létourneau",Prixsurdemande,East Broughton,Chaudière-Appalaches,-1,-1,-1,-1,-1,"8,000",-1,-1,-1,-1
"6740, chemin Montauban",Prixsurdemande,St-Damien,Lanaudière,-1,-1,-1,-1,-1,"81,250.30","1776,17$",-1,"7500,00$",-1
"1160, chemin d'Aylmer",Prixsurdemande,Gatineau (Aylmer),Outaouais,2,2,-1,1,"1,465","1,465","4400,00$","500,00$",-1,-1
"3613, boulevard Béliveau",Prixsurdemande,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),-1,1,-1,1,720,240,"1602,00$","358,00$","600,00$",-1
", chemin Gascon",Prixsurdemande,Terrebonne (La Plaine),Lanaudière,-1,-1,-1,-1,-1,"124,022.85","1240,06$","399,99$",-1,-1
"101-363, rue Lucien Milette",Prixsurdemande,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2,1,-1,1,"1,054",-1,-1,-1,-1,-1
"19, rue Monseigneur-Savard",Prixsurdemande,Clermont,Charlevoix,2,1,-1,-1,-1,"5,999.80","3870,00$","399,00$",-1,"1300,00$"
rue Balmoral - Par Invesco Habitation,Prixsurdemande,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
chemin de Blue Hills - Par Invesco Habitations,Prixsurdemande,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,24000,-1,-1,-1,-1
"179, boulevard Begin",Prixsurdemande,Ste-Claire,Chaudière-Appalaches,-1,-1,-1,-1,-1,"60,000",-1,"908,74$",-1,"2558,00$"
"9, rue du Pré",Prixsurdemande,Natashquan,Côte-Nord,-1,-1,-1,-1,-1,"40,306.54","4600,00$",-1,-1,-1
1855-1865 chemin de Saint-Jean,Prixsurdemande,La Prairie,Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,"79,608","15348,89$","2244,48$",-1,-1
Modèle à construire - Par Les Constructions André-Jacques inc.,Prixsurdemande,St-Albert,Centre-du-Québec,2,1,-1,1,"1,028","16,000",-1,-1,-1,-1
Modèle à construire - Par Les Constructions André Jacques inc.,Prixsurdemande,St-Albert,Centre-du-Québec,2,1,-1,1,"1,064","16,000",-1,-1,-1,-1
chemin de Blue Hills - Terrain #25 - Par Invesco Habitation,Prixsurdemande,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
route de Kamouraska,Prixsurdemande,Kamouraska,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"6,751,800.02",-1,-1,-1,-1
Modèle à construire - Par Les Constructions André-Jacques inc.,Prixsurdemande,St-Albert,Centre-du-Québec,2,1,-1,1,1325,16000,-1,-1,-1,-1
Modèle à construire - Par les Constructions André Jacques inc.,Prixsurdemande,St-Albert,Centre-du-Québec,3,1,1,2,764,"16,000",-1,-1,-1,-1
rue Maryse-Beaumont - Construction Grantham,Prixsurdemande,Drummondville (St-Nicéphore),Centre-du-Québec,2,1,-1,1,"1,100",56x115,-1,-1,-1,-1
"410, rue Saint-Germain Est",Prixsurdemande,Rimouski (Rimouski),Bas-Saint-Laurent,-1,-1,-1,-1,-1,"50,084.48","16074,00$","893,00$",-1,"13777,00$"
"648, montée Douglass",Prixsurdemande,St-Cyprien-De-Napierville,Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,"173,505",-1,-1,-1,-1
"3986-3988-3990, montée Saint-Hubert",Prixsurdemande,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,13660.48,-1,-1,-1,-1
"2025, chemin Saint-Jean",Prixsurdemande,La Prairie,Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,870.5,-1,-1,-1,-1
"272, rue des Topazes",Prixsurdemande,Boischatel,Québec Rive-Nord,2,1,-1,1,810,500x350,"2250,00$","300,00$",-1,-1
"91, rue Vincent",Prixsurdemande,St-Alexis-Des-Monts,Mauricie,3,2,1,2,"3,000","435,600.00","3000,00$","1209,00$",-1,-1
"., rue des Amandiers - Développement Aube Pont-Rouge",Prixsurdemande,Pont-Rouge,Portneuf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
route des Défricheurs,Prixsurdemande,Shawinigan (St-Georges-De-Champlain),Mauricie,-1,-1,-1,-1,-1,"100,000",-1,-1,-1,-1
Développement Jardins Boisés - Par A.G.P Couture et Fils inc.,Prixsurdemande,Pintendre,Québec Rive-Sud (Lévis),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rue Maryse-Beaumont - Par Constructions Grantham 2007,Prixsurdemande,Drummondville (Drummondville),Centre-du-Québec,2,1,-1,1,"1,090",-1,-1,-1,-1,-1
rue Maryse-Beaumont - Par Constructions Grantham 2007,Prixsurdemande,Drummondville (St-Nicéphore),Centre-du-Québec,2,1,-1,1,"1,050",-1,-1,-1,-1,-1
"1304, chemin de la Coopérative",Prixsurdemande,St-Nicolas,Québec Rive-Sud (Lévis),-1,-1,-1,-1,-1,"297,665","996,66$","104,00$",-1,-1
La Vallée Verte - Par Invesco Habitation,Prixsurdemande,Mille-Isles,Laurentides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3625, rue Joseph Doutre",Prixsurdemande,Saint-Laurent,Montréal / l'Île,7,3,1,2,"4,000",116x62,"12010,27$","2028,67$","1530,00$",-1
chemin du Lac-Bécancour,Prixsurdemande,Thetford Mines,Chaudière-Appalaches,-1,-1,-1,-1,-1,"100,000",-1,-1,-1,-1
Projet Allen Falls phase 2 - Par Invesco Habitation,Prixsurdemande,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,43000,-1,-1,-1,-1
chemin de Blue Hills - Le plateau - Par Invesco Habitation,Prixsurdemande,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Terrain 34 - Par Invesco Habitation,Prixsurdemande,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
chemin Kicking Horse - Par Invesco Habitation,Prixsurdemande,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,33000,-1,-1,-1,-1
Domaine Saint-Gabriel Ouest - Par Invesco Habitation,Prixsurdemande,St-Sauveur,Laurentides,-1,-1,-1,-1,-1,130680.00,-1,-1,-1,-1
"202-4500, chemin de la Côte des Neiges",Prixsurdemande,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,2,2,-1,1,845,-1,"2334,40$","290,17$","756,00$",-1
rue Corbeil - Par Invesco Habitation,Prixsurdemande,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,16665,-1,-1,-1,-1
Terrain en Bord du lac Outardes - Par Invesco Habitation,Prixsurdemande,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6035, Boul. de Maisonneuve Ouest - Studio - Grace Condominiums - Par Capstone Developments",Prixsurdemande,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,-1,1,-1,1,400,-1,-1,-1,-1,-1
"6035, Boul. de Maisonneuve Ouest - 3½ - Grace Condominiums - Par Capstone Developments",Prixsurdemande,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,-1,1,-1,1,507,-1,-1,-1,-1,-1
"6035, Boul. de Maisonneuve Ouest - 4½ - Grace Condominiums - Par Capstone Developments",Prixsurdemande,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,2,1,-1,1,736,-1,-1,-1,-1,-1
rue Louis-Quilico - Modèle Acapella II - Par Habitations Jules Morin,Prixsurdemande,Boucherville,Montérégie (Rive-Sud Montréal),3,2,1,2,"2,204","7,650",-1,-1,-1,-1
chemin des Chatons,"0,25$",Lantier,Laurentides,-1,-1,-1,-1,-1,"3,700,000",-1,-1,-1,-1
chemin Lamoureux,"0,25$",Ste-Julienne,Lanaudière,-1,-1,-1,-1,-1,"1,429,232.03",-1,-1,-1,-1
route de la Normandie,"0,25$",Montmagny,Chaudière-Appalaches,-1,-1,-1,-1,-1,"34,000","400,00$",-1,-1,-1
chemin Keenan,"0,48$",Melbourne,Estrie,-1,-1,-1,-1,-1,"3,280,068",-1,-1,-1,-1
route de la Traverse,"0,64$",Lac-Aux-Sables,Mauricie,-1,-1,-1,-1,-1,150500,-1,-1,-1,-1
montée Tessier,"0,75$",Lac-Des-Ecorces,Laurentides,-1,-1,-1,-1,-1,"119,587","448,00$","22,00$",-1,-1
"307, rue du Condor","0,85$",St-Calixte,Lanaudière,-1,-1,-1,-1,-1,"74,000",-1,-1,-1,-1
rue du Domaine,1$,Lamarche,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"23,000",-1,-1,-1,-1
chemin de la Belle-Montagne - Domaine Gadoury,1$,St-Jean-De-Matha,Lanaudière,-1,-1,-1,-1,-1,"40,000",-1,-1,-1,-1
"2479, chemin Bellerive",1$,Carignan,Montérégie (Rive-Sud Montréal),3,1,-1,1,700,10375,"1194,86$","138,60$",-1,-1
rue de la Tourbière,1$,Ste-Catherine-de-la-JC,Québec Rive-Nord,-1,-1,-1,-1,-1,"10,500",-1,-1,-1,-1
Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
chemin des Chatons,"0,25$",Lantier,Laurentides,-1,-1,-1,-1,-1,"3,700,000",-1,-1,-1,-1
chemin Lamoureux,"0,25$",Ste-Julienne,Lanaudière,-1,-1,-1,-1,-1,"1,429,232.03",-1,-1,-1,-1
route de la Normandie,"0,25$",Montmagny,Chaudière-Appalaches,-1,-1,-1,-1,-1,"34,000","400,00$",-1,-1,-1
chemin Keenan,"0,48$",Melbourne,Estrie,-1,-1,-1,-1,-1,"3,280,068",-1,-1,-1,-1
route de la Traverse,"0,64$",Lac-Aux-Sables,Mauricie,-1,-1,-1,-1,-1,150500,-1,-1,-1,-1
montée Tessier,"0,75$",Lac-Des-Ecorces,Laurentides,-1,-1,-1,-1,-1,"119,587","448,00$","22,00$",-1,-1
"307, rue du Condor","0,85$",St-Calixte,Lanaudière,-1,-1,-1,-1,-1,"74,000",-1,-1,-1,-1
rue du Domaine,1$,Lamarche,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"23,000",-1,-1,-1,-1
chemin de la Belle-Montagne - Domaine Gadoury,1$,St-Jean-De-Matha,Lanaudière,-1,-1,-1,-1,-1,"40,000",-1,-1,-1,-1
rue de la Tourbière,1$,Ste-Catherine-de-la-JC,Québec Rive-Nord,-1,-1,-1,-1,-1,"10,500",-1,-1,-1,-1
"1655, rue Rathier",1$,Trois-Rivières (Trois-Rivières),Mauricie,3,2,-1,2,"2,750","14,412","7670,00$","350,00$","3576,00$","800,00$"
"548, Chemin de Desserte N",1$,Villeroy,Centre-du-Québec,-1,-1,-1,-1,-1,"500,000",-1,-1,-1,-1
", chemin de L'île Grandbois","1,20$",St-Casimir,Portneuf,-1,-1,-1,-1,-1,"667,362.45","141,12$",-1,-1,-1
rue de Jouvence,"1,35$",Eastman,Estrie,-1,-1,-1,-1,-1,"751,515",-1,-1,-1,-1
